,id,Store,category,name,price,sales_price,color,gender
461,C1XV6004M019,CafèNoir,Tronchetti,tronchetto donna in pelle scamosciata con elastici tortora,195.0,78.0,Marrone,Donna
462,C1XV6005M064,CafèNoir,Décolleté,décolleté in pelle scamosciata e cinturino alla caviglia caramello,149.0,59.6,Marrone,Donna
463,C1FC1104M012,CafèNoir,Stivaletti,stivaletto in pelle con cavigliera romovibile t.moro,169.0,84.5,Marrone,Donna
464,C1LC4003M073,CafèNoir,Ciabatte,ciabatte in pelle noce,129.0,64.5,Marrone,Donna
465,C1XD0113M093,CafèNoir,Altro,scarpa running donna beige/rosa,169.0,67.6,Marrone,Donna
466,C1LB4205M073,CafèNoir,Sandali,sandali in pelle con catena noce,149.0,74.5,Marrone,Donna
467,C1FD6002M017,CafèNoir,Sandali,sandali in pelle scamosciata con fascia decorara e fiore in 3d. tabacco,109.0,54.5,Marrone,Donna
468,C1XO5558M098,CafèNoir,Sandali,sandali doppia fascia naturale/cuoio,139.0,,Marrone|Oro,Donna
469,C1LB4012M090,CafèNoir,Mocassini,mocassino donna in nappa con morsetto mogano,139.0,69.5,Mogano,Donna
470,C1HF9000R013,CafèNoir,Sandali,sandali zeppa in tessuto multi arancio,89.9,,Multicolor,Donna
471,C1DS6002L008,CafèNoir,Mocassini,mocassino in pelle scamosciata accessorio smaltato multi beige,119.9,,Multicolor,Donna
472,C1DH9004L009,CafèNoir,Running,running in tessuto e pelle scamosciata multi grigio,99.9,,Multicolor,Donna
473,C1DH9004L008,CafèNoir,Running,running in tessuto e pelle scamosciata multi beige,99.9,,Multicolor,Donna
474,C1DL6100S021,CafèNoir,Running,running da donna in pelle scamosciata e tessuto multi maculato,99.9,49.95,Multicolor,Donna
475,C1DL6000M053,CafèNoir,Running,running da donna in pelle scamosciata multi cuoio,99.9,49.95,Multicolor,Donna
476,C1DB6001X001,CafèNoir,Sneakers,sneakers da donna in pelle scamosciata e tessuto multi taupe,89.9,44.95,Multicolor,Donna
477,C1DB6001S003,CafèNoir,Sneakers,sneakers da donna in pelle scamosciata e tessuto multicolor,89.9,44.95,Multicolor,Donna
478,C1DB6001M002,CafèNoir,Sneakers,sneakers da donna in pelle scamosciata e tessuto multi cipria,89.9,44.95,Multicolor,Donna
479,C1DB6031X022,CafèNoir,Sneakers,sneakers da donna in pelle scamosciata e tessuto multi glicine,89.9,44.95,Multicolor,Donna
480,C1GG9035S003,CafèNoir,Sandali,sandali frate con tomaia multi listini multicolor,109.9,76.93,Multicolor,Donna
481,C1XB2006S006,CafèNoir,Sandali,sandali schiava in cavallino maculato maculato,115.0,46.0,Multicolor,Donna
482,C1GG9034S003,CafèNoir,Sandali,sandali alla schiava con tomaia multi listini multicolor,99.9,69.93,Multicolor,Donna
483,C1FC9001Z005,CafèNoir,Zoccoli,zoccoli con tacco in legno e fascia decorativa in rafia intrecciata bicolore multi giallo,109.0,54.5,Multicolor,Donna
484,C1FC9002R013,CafèNoir,Zoccoli,zoccoli con tacco in legno e fascia decorativa in rafia intrecciata bicolore multi arancio,99.0,49.5,Multicolor,Donna
485,C1GG9033S003,CafèNoir,Infradito,infradito con tomaia multi listini multicolor,99.9,69.93,Multicolor,Donna
486,C1DM9131S003,CafèNoir,Sneakers,sneakers mid patchwork multicolor,89.9,62.93,Multicolor,Donna
487,C1DN6026S003,CafèNoir,Sneakers,sneakers in pelle scamosciata e tessuto multicolor,139.9,97.93,Multicolor,Donna
488,C1EF6017S006,CafèNoir,Tronchetti,tronchetti in suede animalier con tacchetto medio maculato,159.0,79.5,Multicolor,Donna
489,C1ED9006L025,CafèNoir,Ballerine,ballerine aperte dietro in stampa laminata effetto viperina con fibbia in strass multi platino,129.9,90.93,Multicolor,Donna
490,C1ED9006G009,CafèNoir,Ballerine,ballerine aperte dietro in stampa laminata effetto viperina con fibbia in strass multi verde,129.9,90.93,Multicolor,Donna
491,C1DB6031R051,CafèNoir,Sneakers,sneakers in pelle scamosciata e tessuto multi pois,99.9,69.93,Multicolor,Donna
492,C1GC5003G009,CafèNoir,Sandali,sandali in camoscio e stampa maculata con accessorio strass multi verde,99.9,69.93,Multicolor,Donna
493,C1DN1002S021,CafèNoir,Sneakers,sneakers in pelle patchwork multi maculato,149.0,74.5,Multicolor,Donna
494,C1GC5001G009,CafèNoir,Sandali,sandali infradito in camoscio e stampa maculata con accessorio strass multi verde,99.9,69.93,Multicolor,Donna
495,C1EF2011L025,CafèNoir,Décolleté,dècollète in pelle laminata con fasce laterali multi platino,149.0,74.5,Multicolor,Donna
496,C1EF2011G009,CafèNoir,Décolleté,dècollète in pelle laminata con fasce laterali multi verde,149.0,74.5,Multicolor,Donna
497,C1HN3003X023,CafèNoir,Ciabatte,ciabatte in pelle con catena multi antracite,129.0,64.5,Multicolor,Donna
498,C1DN9630S003,CafèNoir,Sneakers,sneakers in tessuto glitter con lacci multicolor,159.0,79.5,Multicolor,Donna
499,C1HN3003L003,CafèNoir,Ciabatte,ciabatte in pelle con catena multi argento,129.0,64.5,Multicolor,Donna
500,C1DN9630L025,CafèNoir,Sneakers,sneakers in tessuto glitter con lacci multi platino,159.0,79.5,Multicolor,Donna
501,C1DN9620W056,CafèNoir,Sneakers,sneakers in tessuto con zip multi panna,159.0,79.5,Multicolor,Donna
502,C1HN3005L025,CafèNoir,Sandali,sandali frate in pelle con catena multi platino,129.0,64.5,Multicolor,Donna
503,C1DN9620G009,CafèNoir,Sneakers,sneakers in tessuto con zip multi verde,159.0,79.5,Multicolor,Donna
504,C1LC5007X024,CafèNoir,Sandali,sandali gilda con accessorio multi celeste,149.0,74.5,Multicolor,Donna
505,C1LC5006G009,CafèNoir,Sandali,sandali t con accessorio multi verde,149.0,74.5,Multicolor,Donna
506,C1LC5005L008,CafèNoir,Ciabatte,ciabatte in pelle e pelle scamosciata con accessorio multi beige,149.0,74.5,Multicolor,Donna
507,C1GM9003X023,CafèNoir,Sandali,sandali fasce gilda in laminato sintetico multi antracite,89.0,44.5,Multicolor,Donna
508,C1GM9003S003,CafèNoir,Sandali,sandali fasce gilda in laminato sintetico multicolor,89.0,44.5,Multicolor,Donna
509,C1GM9002X023,CafèNoir,Sandali,sandali fasce incrocio in sintetico laminato multi antracite,89.0,44.5,Multicolor,Donna
510,C1GM9002L003,CafèNoir,Sandali,sandali fasce incrocio in sintetico laminato multi argento,89.0,44.5,Multicolor,Donna
511,C1GM9001L003,CafèNoir,Sandali,sandali fasce in laminato sintetico con toppone chiuso multi argento,89.0,44.5,Multicolor,Donna
512,C1GM9001G009,CafèNoir,Sandali,sandali fasce in laminato sintetico con toppone chiuso multi verde,89.0,44.5,Multicolor,Donna
513,C1GF1004W056,CafèNoir,Sandali,sandali doppio incrocio in pelle bicolor multi panna,99.0,49.5,Multicolor,Donna
514,C1GF1003W056,CafèNoir,Sandali,sandali fascia in pelle multicolor multi panna,99.0,49.5,Multicolor,Donna
515,C1GF1003G006,CafèNoir,Sandali,sandali fascia in pelle multicolor multi cedro,99.0,49.5,Multicolor,Donna
516,C1GF1002R013,CafèNoir,Sandali,sandali in pelle multicolor multi arancio,99.0,49.5,Multicolor,Donna
517,C1GF1002M053,CafèNoir,Sandali,sandali in pelle multicolor multi cuoio,99.0,49.5,Multicolor,Donna
518,C1GF1001M053,CafèNoir,Sandali,sandali infradito bicolore multi cuoio,99.0,49.5,Multicolor,Donna
519,C1GF1001M047,CafèNoir,Sandali,sandali infradito bicolore multi tortora,99.0,49.5,Multicolor,Donna
520,C1EL5020L025,CafèNoir,Sandali,sandali gabbia modello gilda realizzati in camoscio multi platino,149.0,74.5,Multicolor,Donna
521,C1XA9107M107,CafèNoir,Décolleté,décolleté in canvas con allacciatura alla schiava leopard,105.0,,Multicolor|Nero,Donna
522,C1XA9106M107,CafèNoir,Décolleté,décolleté spuntata in canvas leopard,105.0,,Multicolor|Nero,Donna
523,C1XA9106N078,CafèNoir,Décolleté,décolleté spuntata in canvas nero,105.0,,Nero,Donna
524,C1XA9105N078,CafèNoir,Décolleté,décolleté in microfibra nero,105.0,,Nero,Donna
525,C1XA9104N078,CafèNoir,Sandali,sandali con mignons strass su zeppa corda nero,119.0,,Nero,Donna
526,C1XA9103N078,CafèNoir,Sandali,sandali in canvas con applicazioni sulla tomaia nero,119.0,,Nero,Donna
527,C1XA9100N078,CafèNoir,Décolleté,décolleté in microfibra con borche nero,119.0,,Nero,Donna
528,C1XA5563N078,CafèNoir,Sandali,sandali asimmetrico con mignons nero,105.0,,Nero,Donna
529,C1NA4021N001,CafèNoir,Décolleté,décollété in pelle nero,129.9,,Nero,Donna
530,C1HF9000N073,CafèNoir,Sandali,sandali zeppa in tessuto nero beige,89.9,,Nero,Donna
531,C1ED9014N001,CafèNoir,Slingback,slingback in paglia intrecciata nero,109.9,,Nero,Donna
532,C1ED1012N001,CafèNoir,Slingback,slingback in pelle con cinturini nero,109.9,,Nero,Donna
533,C1DS1013N001,CafèNoir,Sneakers,sneaker in pelle con accessorio smaltato nero,129.9,,Nero,Donna
534,C1DN9200N001,CafèNoir,Slip-on,slip-on in tessuto e pelle rivestita nero,129.9,,Nero,Donna
535,C1DN9100N001,CafèNoir,Slip-on,slip-on da donna con calzino nero,99.9,,Nero,Donna
536,C1DN1400N001,CafèNoir,Slip-on,slip-on da donna con borchie e strass nero,129.9,,Nero,Donna
537,C1XW6010N001,CafèNoir,Tronchetti,tronchetto da donna con pelliccia sintetica e allacciatura nero,125.0,50.0,Nero,Donna
538,C1XW6007N001,CafèNoir,Tronchetti,tronchetto da donna alla caviglia con pelliccia sintetica nero,99.0,39.6,Nero,Donna
539,C1XW6000N001,CafèNoir,Tronchetti,tronchetto da donna con pelliccia sintetica nero,115.0,46.0,Nero,Donna
540,C1XV9053N001,CafèNoir,Stivali,stivale stretch nero,149.0,59.6,Nero,Donna
541,C1XV9052N001,CafèNoir,Tronchetti,tronchetto da donna con elastico effetto vernice nero,149.0,59.6,Nero,Donna
542,C1XV5020N001,CafèNoir,Tronchetti,tronchetto da donna in camoscio nero,189.0,75.6,Nero,Donna
543,C1XV5018N001,CafèNoir,Mocassini,mocassino in camoscio con accessorio e tacco 60 mm nero,149.0,59.6,Nero,Donna
544,C1XV5017N001,CafèNoir,Mocassini,mocassino da donna in camoscio con morsetto nero,149.0,59.6,Nero,Donna
545,C1XV5013N001,CafèNoir,Tronchetti,tronchetto in camoscio tacco 70 mm nero,189.0,75.6,Nero,Donna
546,C1XV5010N001,CafèNoir,Décolleté,décolleté in camoscio tacco 100 mm nero,149.0,59.6,Nero,Donna
547,C1XV1238N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con cerniera nero,169.0,67.6,Nero,Donna
548,C1XV1237N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con accessorio e cerniera nero,179.0,71.6,Nero,Donna
549,C1XV1234N001,CafèNoir,Tronchetti,tronchetto da donna in pelle allacciato nero,169.0,67.6,Nero,Donna
550,C1XV1233N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico e forature all'inglese in punta nero,169.0,67.6,Nero,Donna
551,C1XV1230N076,CafèNoir,Mocassini,mocassino da donna in pelle con suola nera e guardolo colorato nero/verde,149.0,59.6,Nero,Donna
552,C1XV1226N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con lacci dietro nero,169.0,67.6,Nero,Donna
553,C1XV1225N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico e nappine nero,179.0,71.6,Nero,Donna
554,C1XV1224N001,CafèNoir,Mocassini,mocassino da donna in pelle con morsetto e nappine nero,159.0,63.6,Nero,Donna
555,C1XV1223N001,CafèNoir,Mocassini,mocassino da donna in pelle con frangia nero,149.0,59.6,Nero,Donna
556,C1XV1221N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico nascosto nero,169.0,67.6,Nero,Donna
557,C1XV1220N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico nero,169.0,67.6,Nero,Donna
558,C1XV1219N001,CafèNoir,Tronchetti,tronchetto in pelle allacciato nero,169.0,67.6,Nero,Donna
559,C1XV1124N001,CafèNoir,Tronchetti,tronchetto da donna in pelle nero,189.0,75.6,Nero,Donna
560,C1XV1123N001,CafèNoir,Décolleté,décolleté in pelle con morsetto tacco 60 mm nero,149.0,59.6,Nero,Donna
561,C1XV1122N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico e accessorio nero,189.0,75.6,Nero,Donna
562,C1XV1118N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con accessorio e tacco 70 mm nero,199.0,79.6,Nero,Donna
563,C1XV1116N001,CafèNoir,Décolleté,décolleté in pelle tacco 100 mm nero,149.0,59.6,Nero,Donna
564,C1XV1115N001,CafèNoir,Décolleté,décolleté  in pelle con accessorio tacco 70 mm nero,149.0,59.6,Nero,Donna
565,C1XT9011N001,CafèNoir,Running,running alta da donna  in tessuto elasticizzato nero,125.0,50.0,Nero,Donna
566,C1XR1044N001,CafèNoir,Mocassini,mocassino da donna in pelle spazzolata con frange nero,159.0,63.6,Nero,Donna
567,C1XR1043N001,CafèNoir,Stringate,derby da uomo in pelle con forature inglesi nero,149.0,59.6,Nero,Donna
568,C1XM1029N001,CafèNoir,Stringate,francesina da donna in pelle con strass nero,115.0,46.0,Nero,Donna
569,C1XM1027N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con zip e strass nero,139.0,55.6,Nero,Donna
570,C1XM1026N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico e fibbia nero,159.0,63.6,Nero,Donna
571,C1XM1025N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con fibbia nero,169.0,67.6,Nero,Donna
572,C1XM1023N001,CafèNoir,Tronchetti,tronchetto da donna 3 fibbie in pelle nero,179.0,71.6,Nero,Donna
573,C1XL1238N001,CafèNoir,Mocassini,mocassino da donna in pelle nero,139.0,55.6,Nero,Donna
574,C1XL1237N001,CafèNoir,Mocassini,mocassino da donna in pelle con morsetto nero,139.0,55.6,Nero,Donna
575,C1XL1236N001,CafèNoir,Tronchetti,tronchetto da donna allacciato in pelle nero,159.0,63.6,Nero,Donna
576,C1XL1235N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastici nero,159.0,63.6,Nero,Donna
577,C1XL1234N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con cerniera sul retro nero,159.0,63.6,Nero,Donna
578,C1XG1010N001,CafèNoir,Ballerine,ballerina in pelle con fiocco nero,139.0,55.6,Nero,Donna
579,C1NC9122N001,CafèNoir,Tronchetti,tronchetto da donna con elastico nero,89.9,44.95,Nero,Donna
580,C1NC9121N001,CafèNoir,Tronchetti,tronchetto da donna con accessorio personalizzato nero,99.9,49.95,Nero,Donna
581,C1NC9022N001,CafèNoir,Tronchetti,tronchetto da donna in microfibra con elastico nero,89.9,44.95,Nero,Donna
582,C1NA5044N001,CafèNoir,Décolleté,"décolleté in camoscio con taglio a ""v"" nero",129.9,64.95,Nero,Donna
583,C1NA4042N001,CafèNoir,Tronchetti,tronchetto da donna in pelle due elastici nero,149.9,74.95,Nero,Donna
584,C1NA4041N001,CafèNoir,Décolleté,décolleté spezzata in pelle con fibbia nero,129.9,64.95,Nero,Donna
585,C1NA3048N001,CafèNoir,Décolleté,décolleté in vernice con doppia fibbia nero,129.9,64.95,Nero,Donna
586,C1NA3047N001,CafèNoir,Décolleté,décolleté in vernice nero,129.9,64.95,Nero,Donna
587,C1LF5505N001,CafèNoir,Tronchetti,tronchetto in camoscio con cinturino nero,149.9,74.95,Nero,Donna
588,C1LF5504N001,CafèNoir,Tronchetti,tronchetto in camoscio nero,139.9,69.95,Nero,Donna
589,C1LF3505N001,CafèNoir,Tronchetti,tronchetto in pelle verniciata con cinturino nero,149.9,74.95,Nero,Donna
590,C1LD4505N001,CafèNoir,Tronchetti,tronchetto da donna in nappa con elastici nero,149.9,74.95,Nero,Donna
591,C1LD4001N001,CafèNoir,Mocassini,mocassino da donna in nappa con morsetto nero,139.9,69.95,Nero,Donna
592,C1LD3001R057,CafèNoir,Mocassini,mocassino da donna in naplak con morsetto bordeaux/nero,139.9,69.95,Nero,Donna
593,C1LB5501N001,CafèNoir,Stivali,stivale in camoscio nero,169.9,84.95,Nero,Donna
594,C1LB4403N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con maxi risvolto in bimateriale nero,169.9,84.95,Nero,Donna
595,C1LB4402N001,CafèNoir,Tronchetti,tronchetto in pelle bimateriale nero,149.9,74.95,Nero,Donna
596,C1LB4113N001,CafèNoir,Tronchetti,tronchetto da donna in nappa con maxi risvolto nero,169.9,84.95,Nero,Donna
597,C1LB4111N001,CafèNoir,Stivali,stivale in nappa nero,179.9,89.95,Nero,Donna
598,C1HD6001N001,CafèNoir,Stivali,stivale in pelle scamosciata nero,149.9,74.95,Nero,Donna
599,C1HD1001N001,CafèNoir,Stivali,stivale in pelle nero,159.9,79.95,Nero,Donna
600,C1HB6001N001,CafèNoir,Tronchetti,tronchetto da donna liscio in pelle scamosciata nero,139.9,69.95,Nero,Donna
601,C1HB1003N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con elastico e cavigliera removibile nero,139.9,69.95,Nero,Donna
602,C1HA6015N001,CafèNoir,Tronchetti,tronchetto da donna in pelle scamosciata tronchetto doppia zip e plateau nero,149.9,74.95,Nero,Donna
603,C1GD9018N001,CafèNoir,Stivali,stivale in microfibra elasticizzato nero,119.9,59.95,Nero,Donna
604,C1GD4017N001,CafèNoir,Tronchetti,tronchetto da donna in nappa con fibbia nero,139.9,69.95,Nero,Donna
605,C1GD3017N001,CafèNoir,Tronchetti,tronchetto da donna in naplak e camoscio con fibbia nero,139.9,69.95,Nero,Donna
606,C1GC9102N001,CafèNoir,Décolleté,décolleté con vaschetta e accessorio in stampa cocco nero,89.9,44.95,Nero,Donna
607,C1GC3226N001,CafèNoir,Tronchetti,tronchetto da donna in pelle naplak nero,139.9,69.95,Nero,Donna
608,C1GB9413N001,CafèNoir,Tronchetti,tronchetto da donna in stampa cocco con accessorio nero,99.9,49.95,Nero,Donna
609,C1GB9412N001,CafèNoir,Ballerine,ballerina tacco medio con vaschetta e accessorio in stampa cocco nero,89.9,44.95,Nero,Donna
610,C1GA4332N001,CafèNoir,Tronchetti,tronchetto da donna filoforma in pelle nero,109.9,54.95,Nero,Donna
611,C1FE6002N001,CafèNoir,Tronchetti,tronchetto da donna in pelle scamosciata con doppia cerniera nero,119.9,59.95,Nero,Donna
612,C1FE6000N001,CafèNoir,Stivali,stivale in pelle scamosciata con elastici nero,149.9,74.95,Nero,Donna
613,C1FE1002N001,CafèNoir,Tronchetti,tronchetto da donna in pelle con doppia cerniera nero,119.9,59.95,Nero,Donna
614,C1FB7005N001,CafèNoir,Tronchetti,tronchetto da donna in nabuk con cavigliera nero,149.9,74.95,Nero,Donna
615,C1FB7004N001,CafèNoir,Stivali,stivale in nabuk con morsetto nero,169.9,84.95,Nero,Donna
616,C1FB7003N001,CafèNoir,Tronchetti,tronchetto da donna in nabuk con morsetto nero,149.9,74.95,Nero,Donna
617,C1FB7002N001,CafèNoir,Stivali,stivale  in nabuk maxi zip nero,169.9,84.95,Nero,Donna
618,C1FB7001N001,CafèNoir,Tronchetti,tronchetto da donna in nabuk con  maxi zip nero,149.9,74.95,Nero,Donna
619,C1FA9030N001,CafèNoir,Tronchetti,tronchetto da donna in similpelle spazzolato nero,99.9,49.95,Nero,Donna
620,C1FA9029N001,CafèNoir,Tronchetti,tronchetto da donna doppia zip in similpelle spazzolato nero,109.9,54.95,Nero,Donna
621,C1FA9028N001,CafèNoir,Tronchetti,tronchetto da donna con microborchie sulla punta nero,109.9,54.95,Nero,Donna
622,C1FA9027N001,CafèNoir,Beatles,beatles da donna con microborchie sul dietro nero,109.9,54.95,Nero,Donna
623,C1XD0113N027,CafèNoir,Altro,scarpa running donna nero/oro,169.0,67.6,Nero|Oro,Donna
624,C1XO5560M097,CafèNoir,Sandali,sandali con incrocio bicolore biscotto/oro,129.0,,Oro,Donna
625,C1XO5559M097,CafèNoir,Sandali,sandali doppia fascia bicolore biscotto/oro,129.0,,Oro,Donna
626,C1XK9005Z012,CafèNoir,Sandali,sandali con mignon imbottiti su zeppa oro,125.0,50.0,Oro,Donna
627,C1ND9031M048,CafèNoir,Ciabatte,ciabatta bicolor con listini imbottiti cuoio/oro,109.9,76.93,Oro,Donna
628,C1NC9042G043,CafèNoir,Sandali,sandali metallizzati con listini imbottiti smeraldo/oro,109.9,76.93,Oro,Donna
629,C1GE9010Z012,CafèNoir,Sandali,sandali con doppio incrocio effetto laminato con accessorio oro,79.9,55.93,Oro,Donna
630,C1XJ1956Z012,CafèNoir,Sandali,sandali in pelle mignon con accessorio triangolo strass oro,135.0,54.0,Oro,Donna
631,C1GC5003L014,CafèNoir,Sandali,sandali in camoscio e stampa maculata con accessorio strass multi bronzo,99.9,69.93,Oro,Donna
632,C1GC5001L014,CafèNoir,Sandali,sandali infradito in camoscio e stampa maculata con accessorio strass multi bronzo,99.9,69.93,Oro,Donna
633,C1XO5557L002,CafèNoir,Sandali,sandali doppia fascia effetto laminato platino,139.0,,Platino,Donna
634,C1XM9533L002,CafèNoir,Sandali,"sandali a ""t"" in pelle con accessorio gioiello platino",155.0,,Platino,Donna
635,C1XA9104L002,CafèNoir,Sandali,sandali con mignons strass su zeppa corda platino,119.0,,Platino,Donna
636,C1NA2023L002,CafèNoir,Décolleté,décollété in pelle laminata con laccio alla caviglia platino,129.9,,Platino,Donna
637,C1ED4012L002,CafèNoir,Slingback,slingback in pelle laminata con borchie e strass platino,119.9,,Platino,Donna
638,C1XB2005L002,CafèNoir,Sandali,sandali schiava in pelle metallizzata platino,115.0,46.0,Platino,Donna
639,C1XV9209L002,CafèNoir,Sandali,sandali gilda effetto metallizzato platino,115.0,46.0,Platino,Donna
640,C1XB2013L002,CafèNoir,Sandali,sandali schiava in pelle platino,99.0,39.6,Platino,Donna
641,C1EF9003L002,CafèNoir,Décolleté,décolleté aperta dietro modello asimmetrico retina con strass davanti platino,129.9,90.93,Platino,Donna
642,C1EL9002L002,CafèNoir,Altro,scarpe aperte in tessuto lurex con gabbia asimmetrica intrecciata platino,119.9,83.93,Platino,Donna
643,C1MB9006L002,CafèNoir,Sandali,sandali metallizzati platino,99.0,49.5,Platino,Donna
644,C1XB1016L002,CafèNoir,Ciabatte,ciabatta con accessorio gioiello platino,125.0,50.0,Platino,Donna
645,C1GD9002L002,CafèNoir,Sandali,"sandalo a ""t"" con strass platino",89.9,62.93,Platino,Donna
646,C1MB9001L002,CafèNoir,Sandali,sandali doppio incrocio con strass platino,109.0,54.5,Platino,Donna
647,C1XB1009L002,CafèNoir,Sandali,sandali a gabbia in pelle con strass platino,125.0,50.0,Platino,Donna
648,C1MA9002L002,CafèNoir,Sandali,sandali doppio nodo con strass platino,109.0,54.5,Platino,Donna
649,C1XB1008L002,CafèNoir,Sandali,sandali in pelle con toppone mignon strass platino,115.0,46.0,Platino,Donna
650,C1XB1007L002,CafèNoir,Sandali,sandali in pelle con mignon strass platino,135.0,54.0,Platino,Donna
651,C1XA9009L002,CafèNoir,Sandali,sandali toppone chiuso in metallizzato con strass platino,115.0,46.0,Platino,Donna
652,C1XA9007L002,CafèNoir,Sandali,sandali in metallizzato con strass platino,115.0,46.0,Platino,Donna
653,C1LB9012L002,CafèNoir,Sandali,sandali con toppone e lacci strass alla caviglia platino,99.9,69.93,Platino,Donna
654,C1LB9011L002,CafèNoir,Sandali,sandali effetto laminato a gabbia platino,89.9,62.93,Platino,Donna
655,C1LB9009L002,CafèNoir,Sandali,sandali effetto laminato laccini incrocio platino,89.9,62.93,Platino,Donna
656,C1DZ6005L002,CafèNoir,Tronchetti,tronchetto con bordo mocassino allacciato platino,139.0,69.5,Platino,Donna
657,C1HM9010L002,CafèNoir,Sandali,sandali in rafia su zeppa corda platino,89.0,44.5,Platino,Donna
658,C1LF9006L002,CafèNoir,Sandali,sandali frate con strass chiuso dietro platino,99.0,49.5,Platino,Donna
659,C1LF9005L002,CafèNoir,Sandali,sandali gilda con nodo e strass platino,99.0,49.5,Platino,Donna
660,C1HF9001L002,CafèNoir,Sandali,sandali in tessuto chiuse dietro e zeppa in corda platino,89.0,44.5,Platino,Donna
661,C1GN9020L002,CafèNoir,Sandali,sandali chiusi sul retro e lacci con strass platino,89.0,44.5,Platino,Donna
662,C1DN9500M001,CafèNoir,Stringate,francesina lacci in tessuto e pelle con accessori leva e metti cipria,129.9,,Rosa,Donna
663,C1DN9200M001,CafèNoir,Slip-on,slip-on in tessuto e pelle rivestita cipria,129.9,,Rosa,Donna
664,C1DN1007M001,CafèNoir,Running,running da donna allacciata con zip cipria,129.9,,Rosa,Donna
665,C1NA5044R033,CafèNoir,Décolleté,"décolleté in camoscio con taglio a ""v"" rosa antico",129.9,64.95,Rosa,Donna
666,C1NA3047R033,CafèNoir,Décolleté,décolleté in vernice rosa antico,129.9,64.95,Rosa,Donna
667,C1EC5005R033,CafèNoir,Ballerine,ballerina in camoscio con laccino e fibbia personalizzata rosa antico,99.9,49.95,Rosa,Donna
668,C1EC5002R033,CafèNoir,Ballerine,ballerina in camoscio con puntale metallico rosa antico,99.9,49.95,Rosa,Donna
669,C1LC2023R043,CafèNoir,Sandali,sandali asimmetrici in pelle laminata pesca,139.9,97.93,Rosa,Donna
670,C1XP3016M001,CafèNoir,Ciabatte,ciabatta donna in vernice cipria,95.0,38.0,Rosa,Donna
671,C1NB4057M001,CafèNoir,Décolleté,décolleté in nappa con incrocio cipria,129.9,90.93,Rosa,Donna
672,C1XP9012M001,CafèNoir,Ciabatte,ciabatte due fasce in vernice con fibbia cipria,79.0,31.6,Rosa,Donna
673,C1XP9011V014,CafèNoir,Ciabatte,ciabatte in vernice con fibbia lilla,79.0,31.6,Rosa,Donna
674,C1LC5426R002,CafèNoir,Sandali,"sandali modello a ""t"" in camoscio e nappa con accessorio catena rosa",139.9,97.93,Rosa,Donna
675,C1NA4095M001,CafèNoir,Décolleté,décolleté aperta dietro in camoscio con micro borchie cipria,149.9,104.93,Rosa,Donna
676,C1GE9011R043,CafèNoir,Sandali,sandali schiava effetto laminato pesca,79.9,55.93,Rosa,Donna
677,C1XA9005M001,CafèNoir,Sandali,sandali con fasce strass su zeppa corda cipria,115.0,46.0,Rosa,Donna
678,C1LF5009M001,CafèNoir,Tronchetti,tronchetto in camoscio asimmetrico aperto spuntato cipria,159.9,111.93,Rosa,Donna
679,C1NA4092M001,CafèNoir,Décolleté,décolleté aperta dietro in nappa cipria,129.9,90.93,Rosa,Donna
680,C1GE9010R043,CafèNoir,Sandali,sandali con doppio incrocio effetto laminato con accessorio pesca,79.9,55.93,Rosa,Donna
681,C1EL5003M001,CafèNoir,Altro,scarpe aperte sul retro in pelle scamosciata con morsetto cipria,129.9,90.93,Rosa,Donna
682,C1HB4025M001,CafèNoir,Infradito,infradito in nappa con zeppa strass cipria,129.9,90.93,Rosa,Donna
683,C1MB9004M001,CafèNoir,Sandali,sandali incrocio con laccio alla caviglia cipria,109.0,54.5,Rosa,Donna
684,C1XJ1955L010,CafèNoir,Sandali,sandali donna in pelle con accessorio oro rosa,125.0,50.0,Rosa,Donna
685,C1EL3002M001,CafèNoir,Altro,scarpe aperte in vernice con gabbia asimmetrica intrecciata cipria,129.9,90.93,Rosa,Donna
686,C1DG9003M001,CafèNoir,Sneakers,sneakers in tessuto sfrangiato cipria,89.9,62.93,Rosa,Donna
687,C1EL3001M001,CafèNoir,Altro,scarpe aperte dietro in vernice con bordo e cinturino cipria,129.9,90.93,Rosa,Donna
688,C1XA9012R002,CafèNoir,Ciabatte,ciabatta effetto laminato con strass rosa,109.0,43.6,Rosa,Donna
